image_start,step_instruction,question,answer,response,acc
episode_4806/step_000.jpg,Open the Google map app,Are there any navigation icons at the bottom of the screen after the change?,Yes,Yes,100.0
episode_4226/step_000.jpg,Go back,Are there more articles listed on the new screen than the previous one?,No,Yes,0.0
episode_1198/step_005.jpg,Click on serious eats,Does the after image contain images of products?,Yes,Yes,100.0
episode_4806/step_000.jpg,Open the Google map app,Is there an option to set an alarm on the screen after the change?,No,No,100.0
episode_636/step_008.jpg,Scroll Up to read the Article,Is there an alert notification visible on the screen after scrolling?,No,No,100.0
episode_3152/step_001.jpg,Click on the search bar at the bottom of the screen,Is the time displayed the same in both images?,No,Yes,0.0
episode_10554/step_000.jpg,Open Kitchenstories app,Is the Kitchenstories app now open on the device?,Yes,Yes,100.0
episode_1089/step_009.jpg,Click on the Done button,"Are there any calendar options visible after the ""Done"" button was clicked?",No,No,100.0
episode_2471/step_002.jpg,Scroll up,"After scrolling up, is contact ""A"" still visible?",No,Yes,0.0
episode_1089/step_009.jpg,Click on the Done button,"Is the heading ""Flights"" visible on the screen after the action?",Yes,Yes,100.0
episode_13975/step_007.jpg,Swipe up to view the menu,Is the address section visible after the swipe?,Yes,Yes,100.0
episode_4806/step_000.jpg,Open the Google map app,"Is there a ""Search here"" box available after the change?",Yes,Yes,100.0
episode_636/step_008.jpg,Scroll Up to read the Article,Did the article display more content about the earthquakes after scrolling?,Yes,Yes,100.0
episode_16275/step_000.jpg,Click on the read more option,"Does the text contain more information after clicking ""Read more""?",Yes,Yes,100.0
episode_9120/step_006.jpg,Click on Brand filter,"Is the ""Close"" button still present in the UI after the filter action?",Yes,No,0.0
episode_2582/step_000.jpg,Go back to the home page of the app.,Is there a blank canvas displayed in the after state?,No,No,100.0
episode_1089/step_009.jpg,Click on the Done button,"Does the UI now show ""Recent Searches"" as a new section?",Yes,No,0.0
episode_136/step_000.jpg,Open the Artsy app.,Is the time displayed the same in both images?,No,No,100.0
episode_13307/step_005.jpg,Scroll up on the screen to view the articles.,Was there any change in the advertisements displayed on the screen before and after the scroll?,Yes,Yes,100.0
episode_2582/step_000.jpg,Go back to the home page of the app.,Is the home button present in the after state?,Yes,Yes,100.0
episode_6904/step_004.jpg,Rename it with Skill Training,Was the keyboard visible during the renaming process?,Yes,Yes,100.0
episode_10554/step_000.jpg,Open Kitchenstories app,Is the user currently able to see tips about cooking on the screen?,Yes,Yes,100.0
episode_15966/step_008.jpg,swipe up ,Did any information about the light section disappear after the swipe?,Yes,Yes,100.0
episode_2471/step_002.jpg,Scroll up,"In the after image, does the contact ""E"" appear above contact ""F""?",Yes,Yes,100.0
episode_13217/step_004.jpg,Click on the screenshot file on the screen.,Did the number of recent files displayed change after the action?,No,No,100.0
episode_14395/step_001.jpg,Swipe up to view more.,Does the background color of the screen remain the same after the swipe?,Yes,Yes,100.0
episode_15966/step_008.jpg,swipe up ,"Did the ""Humidity"" option appear after the swipe action?",Yes,Yes,100.0
episode_10319/step_000.jpg,Go back,Are there more options available after the action of going back?,Yes,Yes,100.0
episode_19657/step_005.jpg,Swipe up to view the menu ,"Is the ""Featured Items"" heading still present after the swipe?",Yes,No,0.0
episode_14395/step_001.jpg,Swipe up to view more.,"Is the ""Home"" button visible in the after state?",Yes,Yes,100.0
episode_13217/step_004.jpg,Click on the screenshot file on the screen.,Did the file list refresh after clicking on the screenshot file?,No,No,100.0
episode_1089/step_005.jpg,search for Las Vegas city,Does the screen display results related to Las Vegas after the search?,Yes,Yes,100.0
episode_16526/step_005.jpg,Scroll down to view more shoes.,Is the battery percentage the same in both images?,Yes,Yes,100.0
episode_15204/step_007.jpg,Click on the upload a video button,Is there now a preview of video content on the screen after the change?,Yes,No,0.0
episode_1089/step_005.jpg,search for Las Vegas city,Is the search bar empty after the action is completed?,No,No,100.0
episode_10558/step_000.jpg,Long press on the first recording,"Is there a ""Delete"" option available in the after image?",Yes,Yes,100.0
episode_10558/step_000.jpg,Long press on the first recording,"Is there a ""Rename..."" option present in the after image?",Yes,Yes,100.0
episode_15204/step_007.jpg,Click on the upload a video button,"Is the ""Upload a video"" button still visible after the action?",No,No,100.0
episode_7456/step_007.jpg,Scroll down to read more reviews,"After scrolling, is the feedback list shorter than before?",No,No,100.0
episode_172/step_001.jpg,Swipe up to view the details of artwork,Is the image of the artwork still the same after the swipe?,Yes,Yes,100.0
episode_14395/step_001.jpg,Swipe up to view more.,"Is the ""Info"" tab still present after the swipe up action?",Yes,Yes,100.0
episode_1089/step_005.jpg,search for Las Vegas city,Are there more than two options listed for Las Vegas after the search?,Yes,Yes,100.0
episode_1089/step_009.jpg,Click on the Done button,"Did clicking the ""Done"" button bring up a new travel search interface?",Yes,Yes,100.0
episode_14395/step_001.jpg,Swipe up to view more.,"Is the content of the ""Events"" section visible after swiping up?",No,No,100.0
episode_636/step_008.jpg,Scroll Up to read the Article,Did the layout of the user interface change significantly after the scrolling action?,No,No,100.0
episode_7903/step_001.jpg,Scroll up to find the Move option.,"Is the ""Make available offline"" option absent in the after state?",No,Yes,0.0
episode_172/step_001.jpg,Swipe up to view the details of artwork,Is the artwork fully visible after the swipe up action?,No,No,100.0
episode_172/step_001.jpg,Swipe up to view the details of artwork,Is the battery icon visible in the after state?,Yes,Yes,100.0
episode_14395/step_001.jpg,Swipe up to view more.,Are there more detailed descriptions of the stars available after swiping up?,Yes,Yes,100.0
episode_16526/step_005.jpg,Scroll down to view more shoes.,"Is the ""Mens UVL-34 Black Uniform..."" shoe present in the before state?",No,No,100.0
episode_19019/step_012.jpg,Scroll up to view the full recipe for sauerbraten.,Are there more images accessible in the after state?,Yes,Yes,100.0
episode_7456/step_007.jpg,Scroll down to read more reviews,Is there a different seller name displayed in the images?,No,No,100.0
episode_2471/step_002.jpg,Scroll up,Does the after state show more contacts than the before state?,Yes,No,0.0
episode_16526/step_005.jpg,Scroll down to view more shoes.,Does the after state show a new pair of shoes that was not visible in the before state?,Yes,Yes,100.0
episode_7456/step_007.jpg,Scroll down to read more reviews,Did the time change between the two images?,Yes,No,0.0
episode_14395/step_001.jpg,Swipe up to view more.,Are the names of any constellations displayed differently in the after state?,No,No,100.0
episode_6930/step_001.jpg,Go back to the previous page to view the inspire tab.,"Are the stories in both images labeled ""134 stories""?",Yes,No,0.0
episode_7903/step_001.jpg,Scroll up to find the Move option.,"Is the ""Remove"" option available in the after state?",Yes,Yes,100.0
episode_62/step_003.jpg,Swipe up on the screen,Did the time on the device change after the swipe action?,Yes,No,0.0
episode_16526/step_005.jpg,Scroll down to view more shoes.,"Is the ""Mens Golf Brown Sneaker"" still present in the after state?",Yes,Yes,100.0
episode_10558/step_000.jpg,Long press on the first recording,"Is the ""Share..."" option available in the after image?",Yes,Yes,100.0
episode_15032/step_001.jpg,Go back to the previous page.,"After going back, is there an option to find tickets now?",Yes,Yes,100.0
episode_18078/step_011.jpg,Click on the choose start location tab,Did the battery icon change its status from the before to the after state?,No,No,100.0
episode_7456/step_007.jpg,Scroll down to read more reviews,Is there an addition to the list of reviews after scrolling?,No,Yes,0.0
episode_13754/step_006.jpg,Swipe up to read reviews.,Did the overall product rating change after swiping up?,No,No,100.0
episode_7101/step_003.jpg,Type Abstarct paintings in the search bar.,Is there a cancel button present on the screen after the text is entered?,Yes,Yes,100.0
episode_18351/step_002.jpg,Swipe left to view more options.,Is there a different shirt color available after the swipe that was not there before?,Yes,Yes,100.0
episode_62/step_003.jpg,Swipe up on the screen,Is there a difference in the timestamp between the two images?,Yes,No,0.0
episode_15032/step_001.jpg,Go back to the previous page.,Was there any mention of no train tickets found after the action?,No,No,100.0
episode_7101/step_003.jpg,Type Abstarct paintings in the search bar.,Is the battery percentage still 100% after the search?,Yes,Yes,100.0
episode_898/step_003.jpg,Enter Graig Road as the start location,"Is the input field now displaying ""Graig Road"" after the change?",Yes,Yes,100.0
episode_18078/step_011.jpg,Click on the choose start location tab,"Is the ""Choose start location"" tab still present after the change?",Yes,Yes,100.0
episode_18351/step_002.jpg,Swipe left to view more options.,"After the swipe, does the option to ""ADD TO BAG"" still remain on the screen?",Yes,Yes,100.0
episode_19657/step_005.jpg,Swipe up to view the menu ,"Does the ""Hot Chicken Breakfast Burrito"" appear after the swipe?",Yes,Yes,100.0
episode_7101/step_003.jpg,Type Abstarct paintings in the search bar.,Are suggestions displayed below the search bar after typing?,Yes,Yes,100.0
episode_15527/step_003.jpg,Scroll down to view the review section of this helmet.,"Does the text ""Top reviews from India"" appear after scrolling down?",Yes,Yes,100.0
episode_17611/step_001.jpg,Go back to the screen,Is the product story section visible after going back?,No,No,100.0
episode_7101/step_003.jpg,Type Abstarct paintings in the search bar.,Did the Wi-Fi signal icon change between the two images?,No,No,100.0
episode_17611/step_001.jpg,Go back to the screen,Is the user still on the same product page after going back?,No,No,100.0
episode_18141/step_003.jpg,Scroll down to view the done button to save this alert notification.,"Is the alert type still set to ""Moon Phase"" after scrolling down?",Yes,Yes,100.0
episode_18078/step_011.jpg,Click on the choose start location tab,Is there a keyboard displayed in the after state?,Yes,Yes,100.0
episode_13754/step_006.jpg,Swipe up to read reviews.,Did the action of swiping up reveal customer reviews and images?,Yes,Yes,100.0
episode_18078/step_011.jpg,Click on the choose start location tab,Is the user's current location option now visible after the change?,Yes,Yes,100.0
episode_7456/step_007.jpg,Scroll down to read more reviews,"Does the ""Filter"" button appear in both images?",Yes,Yes,100.0
episode_18078/step_011.jpg,Click on the choose start location tab,"Was ""Long Beach"" still retained in the list after the action?",Yes,Yes,100.0
episode_15527/step_003.jpg,Scroll down to view the review section of this helmet.,Did the review section now show video reviews after scrolling down?,Yes,No,0.0
episode_17611/step_001.jpg,Go back to the screen,Is the current time displayed as 8:41 after going back?,Yes,Yes,100.0
episode_7101/step_003.jpg,Type Abstarct paintings in the search bar.,"Is the search bar text visible after typing ""Abstract paintings""?",Yes,Yes,100.0
episode_17611/step_001.jpg,Go back to the screen,"Is the ""Free returns on all qualifying orders"" message still visible after going back?",No,No,100.0
episode_18141/step_003.jpg,Scroll down to view the done button to save this alert notification.,Is the time displayed at the top of the screen unchanged in both images?,Yes,Yes,100.0
episode_15032/step_001.jpg,Go back to the previous page.,"After going back, is the 'Departing' date displayed?",Yes,Yes,100.0
episode_1280/step_001.jpg,Long press on Recording 4 at the top of the screen.,Can the user now rename Recording 4 after the long press?,Yes,Yes,100.0
episode_15527/step_003.jpg,Scroll down to view the review section of this helmet.,Are customer reviews visible now that the user has scrolled down?,Yes,Yes,100.0
episode_13754/step_006.jpg,Swipe up to read reviews.,Is the button for uploading an image still present after the action?,Yes,Yes,100.0
episode_18351/step_002.jpg,Swipe left to view more options.,"After the swipe, is the price of the product still ₹ 1199?",Yes,Yes,100.0
episode_18141/step_003.jpg,Scroll down to view the done button to save this alert notification.,Does the battery percentage remain the same before and after scrolling?,Yes,No,0.0
episode_4883/step_004.jpg,Click on the check icon at the bottom right of the screen,Does the interface change from a keyboard showing to a recipe display after the action?,Yes,Yes,100.0
episode_19680/step_001.jpg,swipe up at the screen to view the details ,Is the time displayed the same in both images?,Yes,Yes,100.0
episode_18141/step_003.jpg,Scroll down to view the done button to save this alert notification.,"Is the ""DONE"" button visible in both images?",No,No,100.0
episode_18078/step_011.jpg,Click on the choose start location tab,Is the interface color scheme different between the two images?,No,No,100.0
episode_7903/step_001.jpg,Scroll up to find the Move option.,"Is the ""Move"" option visible after scrolling up?",Yes,No,0.0
episode_318/step_001.jpg,scroll up to read more about moon phase.,Is the moon zodiac sign shown as the same after scrolling?,Yes,Yes,100.0
episode_15204/step_007.jpg,Click on the upload a video button,Do the videos displayed have timestamps showing their duration?,Yes,Yes,100.0
episode_18141/step_003.jpg,Scroll down to view the done button to save this alert notification.,Is there a change in the text style or color of the options after scrolling?,No,No,100.0
episode_17611/step_001.jpg,Go back to the screen,Is the rating of the product still visible after going back?,No,Yes,0.0
episode_4883/step_004.jpg,Click on the check icon at the bottom right of the screen,Is the battery icon different in the after state compared to the before state?,No,No,100.0
episode_4883/step_004.jpg,Click on the check icon at the bottom right of the screen,Is there a recipe image present in the after state?,Yes,Yes,100.0
episode_18351/step_002.jpg,Swipe left to view more options.,"After swiping left, does the ""Quality Checked"" label still appear?",Yes,Yes,100.0
episode_2582/step_013.jpg,Scroll down to view the full page.,"Does the text in the second state contain the phrase ""nice smile can be a trap""?",Yes,Yes,100.0
episode_17611/step_001.jpg,Go back to the screen,Is the screen showing multiple products after going back?,Yes,Yes,100.0
episode_18141/step_003.jpg,Scroll down to view the done button to save this alert notification.,"Is the ""Add Reminder"" option present in both screens?",Yes,Yes,100.0
episode_1280/step_001.jpg,Long press on Recording 4 at the top of the screen.,"After the long press, is there a visible options menu for Recording 4?",Yes,Yes,100.0
episode_13754/step_006.jpg,Swipe up to read reviews.,"Was the ""Submit A Review"" section completely removed after the swipe?",No,No,100.0
episode_318/step_001.jpg,scroll up to read more about moon phase.,Is there any new information displayed that wasn't visible before scrolling?,No,Yes,0.0
episode_19680/step_001.jpg,swipe up at the screen to view the details ,"Is ""Finding surface area"" listed in the after image?",Yes,Yes,100.0
episode_318/step_001.jpg,scroll up to read more about moon phase.,Did the azimuth angle increase after scrolling?,Yes,No,0.0
episode_2582/step_013.jpg,Scroll down to view the full page.,Does the second state show a full page of text without scrolling?,No,Yes,0.0
episode_19680/step_001.jpg,swipe up at the screen to view the details ,"Does the UI show ""Scale"" in the after image?",No,Yes,0.0
episode_10724/step_002.jpg,Type Groningen in search bar,"Does the destination field still show ""Paris Gare du Nord""?",Yes,Yes,100.0
episode_1280/step_001.jpg,Long press on Recording 4 at the top of the screen.,Was the action performed on Recording 4?,Yes,Yes,100.0
episode_17611/step_001.jpg,Go back to the screen,"Is the item still displayed as ""Solarcourt RCT Racket Sports Shoes"" after going back?",Yes,Yes,100.0
episode_569/step_009.jpg,Swipe up to read the article,Did the time on the device change after swiping up?,Yes,No,0.0
episode_10724/step_002.jpg,Type Groningen in search bar,"Is ""Groningen"" now displayed in the search bar?",Yes,Yes,100.0
episode_18141/step_003.jpg,Scroll down to view the done button to save this alert notification.,"Is the ""Done"" button visible after scrolling down?",Yes,Yes,100.0
episode_4581/step_000.jpg,go back,Are there any artworks displayed in the after image?,Yes,Yes,100.0
episode_19680/step_001.jpg,swipe up at the screen to view the details ,Does the battery icon indicate a different status in the after image than in the before image?,No,No,100.0
episode_4883/step_004.jpg,Click on the check icon at the bottom right of the screen,Did clicking the check icon result in additional details about the recipe being added?,Yes,Yes,100.0
episode_18141/step_003.jpg,Scroll down to view the done button to save this alert notification.,"Does the ""Notification Style"" section have any changes between the two images?",No,Yes,0.0
episode_18351/step_002.jpg,Swipe left to view more options.,Is there a product with a 40% discount displayed after the swipe?,No,No,100.0
episode_11304/step_004.jpg,Swipe up for Russian language,Can the user still see the flag icon in both the before and after states?,Yes,Yes,100.0
episode_19680/step_001.jpg,swipe up at the screen to view the details ,"Is ""Decomposing to find area"" visible in the after image?",Yes,Yes,100.0
episode_7644/step_003.jpg,Click on the delete option again for confirmation,Is the option to cancel still available after the delete confirmation is displayed?,No,No,100.0
episode_1280/step_001.jpg,Long press on Recording 4 at the top of the screen.,Is there an option to delete Recording 4 after the long press?,Yes,Yes,100.0
episode_4581/step_000.jpg,go back,Are there any tags visible in the after image?,No,No,100.0
episode_19680/step_001.jpg,swipe up at the screen to view the details ,"Is the section ""Circles, cylinders, cones, and spheres"" present in both images?",Yes,No,0.0
episode_11304/step_004.jpg,Swipe up for Russian language,"Does the ""I want to learn"" section still contain options for Spanish and French after the action?",No,No,100.0
episode_11304/step_004.jpg,Swipe up for Russian language,"Does the ""I speak"" section still display only English in the after state?",Yes,Yes,100.0
episode_7644/step_003.jpg,Click on the delete option again for confirmation,"Is the event ""Brother birthday"" still visible on the screen after the delete action?",No,No,100.0
episode_16584/step_001.jpg,go back again,"Did the display of artworks change in the ""Favorites"" section after going back?",Yes,No,0.0
episode_11304/step_004.jpg,Swipe up for Russian language,Is the option to learn a new language still visible in the after state?,Yes,Yes,100.0
episode_569/step_009.jpg,Swipe up to read the article,Did the system notifications icons disappear after the swipe action?,No,No,100.0
episode_569/step_009.jpg,Swipe up to read the article,Is the article title visible after the swipe action?,No,No,100.0
episode_11304/step_004.jpg,Swipe up for Russian language,Did the chosen language change from English to Russian after the action?,No,No,100.0
episode_15966/step_006.jpg,Swipe up ,"Does the ""Add Plant"" button remain in the same position after the swipe up?",Yes,No,0.0
episode_4159/step_004.jpg,Scroll down to view old conversation.,Is the user’s profile picture visible in both images?,Yes,No,0.0
episode_7644/step_003.jpg,Click on the delete option again for confirmation,"Does the app still display the ""Delete this event?"" prompt after the confirmation is clicked?",No,No,100.0
episode_8158/step_004.jpg,Enter the email id dbwscratch.test.id3@gmail.com,Was the keyboard visible in both images?,Yes,Yes,100.0
episode_2093/step_000.jpg,Swipe up to see the care take options ,"Is the care status still marked as ""Easy"" after the swipe?",Yes,Yes,100.0
episode_318/step_001.jpg,scroll up to read more about moon phase.,Is the advertisement at the bottom of the screen visible after the scroll?,Yes,No,0.0
episode_11304/step_004.jpg,Swipe up for Russian language,"Is there a new language option, Turkish, added in the after state?",Yes,No,0.0
episode_4159/step_004.jpg,Scroll down to view old conversation.,Is the chat interface consistent between both images?,Yes,Yes,100.0
episode_569/step_009.jpg,Swipe up to read the article,Is the volume control icon present after swiping up?,Yes,Yes,100.0
episode_16584/step_001.jpg,go back again,"Is there an additional artwork displayed in the ""Realism"" section after going back?",No,No,100.0
episode_14320/step_000.jpg,Click on The Martian by Andy Weir to open this book.,"Is ""Alice's Adventures in Wonderland"" still visible in the recent list after the action?",No,No,100.0
episode_15966/step_006.jpg,Swipe up ,"Is the ""Indirect Sun"" information still visible after the swipe up?",Yes,No,0.0
episode_15966/step_006.jpg,Swipe up ,"Is the ""Recommended Amount"" text still visible after the swipe up?",No,No,100.0
episode_2093/step_000.jpg,Swipe up to see the care take options ,"Is the ""Add to My garden"" button visible after the swipe?",No,No,100.0
episode_15966/step_006.jpg,Swipe up ,"Is the ""Light"" section now at the top after the swipe up?",Yes,Yes,100.0
episode_18038/step_002.jpg,Swipe up,"Does the ""Features"" section include more options after the swipe up?",Yes,Yes,100.0
episode_4159/step_004.jpg,Scroll down to view old conversation.,Does the keyboard remain open in both images?,Yes,Yes,100.0
episode_18038/step_002.jpg,Swipe up,"Is the ""Sale"" section visible in the before state?",No,No,100.0
episode_8158/step_004.jpg,Enter the email id dbwscratch.test.id3@gmail.com,Is the text in the body of the email the same in both images?,No,Yes,0.0
episode_14320/step_000.jpg,Click on The Martian by Andy Weir to open this book.,"Does the screen show the cover of ""The Martian"" before the action is performed?",Yes,Yes,100.0
episode_4581/step_000.jpg,go back,"Does the ""Explore"" section appear in the after image?",Yes,Yes,100.0
episode_15966/step_006.jpg,Swipe up ,"Is the ""Water every"" section still present after the swipe up?",No,No,100.0
episode_2886/step_000.jpg,Go back,"Is the article about ""Unvaccinated and Vulnerable"" still displayed after going back?",No,No,100.0
episode_4183/step_002.jpg,Swipe up to see more information.,Does the screen show a notification icon in the after state?,Yes,Yes,100.0
episode_19038/step_004.jpg,Type Paramedic ,Is the search bar populated with text after the change?,Yes,Yes,100.0
episode_19300/step_007.jpg,Scroll up  on the screen to read the article.,Is the time indicator still showing 1:27 after scrolling?,Yes,Yes,100.0
episode_8158/step_004.jpg,Enter the email id dbwscratch.test.id3@gmail.com,Has the battery indicator changed between the two images?,No,No,100.0
episode_14989/step_004.jpg,Now go back to the app.,Does the battery percentage show a change after going back to the app?,No,No,100.0
episode_8158/step_004.jpg,Enter the email id dbwscratch.test.id3@gmail.com,"Did the ""From"" email address remain the same between the two images?",Yes,No,0.0
episode_4883/step_004.jpg,Click on the check icon at the bottom right of the screen,"Does the title remain ""Classic Ratatouille"" in the after state?",Yes,Yes,100.0
episode_14320/step_000.jpg,Click on The Martian by Andy Weir to open this book.,Is there any indication of an alert or notification on the screen after the action?,No,No,100.0
episode_19300/step_007.jpg,Scroll up  on the screen to read the article.,Are there more paragraphs visible after scrolling up?,Yes,Yes,100.0
episode_15966/step_006.jpg,Swipe up ,"Is the ""Humidity"" section visible after the swipe up?",Yes,Yes,100.0
episode_18078/step_011.jpg,Click on the choose start location tab,"Is the ""Choose on map"" option available in the after state?",Yes,Yes,100.0
episode_2093/step_000.jpg,Swipe up to see the care take options ,Does the plant overview text appear after the swipe?,Yes,Yes,100.0
episode_136/step_006.jpg,Swipe up to view artwork.,Is the title of the artist visible in both images?,Yes,No,0.0
episode_4183/step_002.jpg,Swipe up to see more information.,Is the estimated value displayed after the swipe?,Yes,Yes,100.0
episode_13327/step_000.jpg,Go back to the previous page,Are the settings related to 'Sound & vibration' now visible after going back?,Yes,Yes,100.0
episode_14320/step_000.jpg,Click on The Martian by Andy Weir to open this book.,"Was ""The Martian"" opened after the action was performed?",Yes,Yes,100.0
episode_4183/step_002.jpg,Swipe up to see more information.,Does the screen show a different artwork after the swipe?,No,No,100.0
episode_19038/step_004.jpg,Type Paramedic ,Is the keyboard still visible after the change?,Yes,Yes,100.0
episode_13327/step_000.jpg,Go back to the previous page,Is the 'Display' section still accessible after returning to the previous page?,Yes,Yes,100.0
episode_14989/step_004.jpg,Now go back to the app.,"Are the ""Alerts"" notifications visible after going back to the app?",No,No,100.0
episode_4183/step_002.jpg,Swipe up to see more information.,Does the UI allow the user to request a report after the swipe?,Yes,Yes,100.0
episode_136/step_006.jpg,Swipe up to view artwork.,Is the artwork displayed after the swipe-up action?,Yes,Yes,100.0
episode_1280/step_004.jpg,Click on OK option in the middle right of the screen.,Does the recording count on the screen remain the same after clicking OK?,Yes,Yes,100.0
episode_16588/step_004.jpg,Swipe up to view more products,Are there more products available to add after the action?,Yes,Yes,100.0
episode_1280/step_004.jpg,Click on OK option in the middle right of the screen.,Is there still a rename option available after clicking OK?,No,No,100.0
episode_19038/step_004.jpg,Type Paramedic ,"Is the search term ""Paramedic news"" present in the search bar after the change?",Yes,No,0.0
episode_4183/step_002.jpg,Swipe up to see more information.,Is the medium of the artwork mentioned before the swipe?,No,No,100.0
episode_18038/step_002.jpg,Swipe up,"Does the ""Collection"" section show fewer options after the swipe up?",No,Yes,0.0
episode_13327/step_000.jpg,Go back to the previous page,Is the 'Search settings' bar visible on the screen after going back?,Yes,Yes,100.0
episode_15070/step_000.jpg,Swipe from right to left on the compare section to find the stool by Royal handicrafts.,"After the swipe, does the shape of the ROYAL HANDICRAFTS stool change to rectangular?",No,No,100.0
episode_16588/step_004.jpg,Swipe up to view more products,Is the price of Britannia Bourbon still the same as before the swipe?,Yes,Yes,100.0
episode_17533/step_003.jpg,Swipe up to see the phase.,Does the time displayed on the screen change from 1:05 to 1:06 after the swipe?,Yes,No,0.0
episode_1280/step_004.jpg,Click on OK option in the middle right of the screen.,Was there an error message displayed after clicking OK?,No,No,100.0
episode_13686/step_003.jpg,Search the recipient id to karin.iversen@example.com,"Is the email address in the ""To"" field still visible after the change?",Yes,Yes,100.0
episode_13327/step_000.jpg,Go back to the previous page,"After going back to the previous page, is the battery percentage still visible?",Yes,No,0.0
episode_13327/step_000.jpg,Go back to the previous page,Is the 'Night Light' option still available after going back?,No,No,100.0
episode_1280/step_004.jpg,Click on OK option in the middle right of the screen.,"Is the ""Cancel"" option still available after clicking OK?",No,No,100.0
episode_16588/step_004.jpg,Swipe up to view more products,Is the price of Britannia Jimjam Sandwich Biscuits still visible after the swipe?,No,No,100.0
episode_136/step_006.jpg,Swipe up to view artwork.,"Does the ""Create Alert"" option appear in both images?",Yes,No,0.0
episode_15070/step_000.jpg,Swipe from right to left on the compare section to find the stool by Royal handicrafts.,"After the swipe, is the product comparison section still showing the same number of products?",Yes,Yes,100.0
episode_16379/step_003.jpg,Type Knoxville news,Did the text in the search bar change after typing?,Yes,Yes,100.0
episode_15070/step_000.jpg,Swipe from right to left on the compare section to find the stool by Royal handicrafts.,Is the quality score of LaxshmiEnterprises1 changed after the swipe?,No,No,100.0
episode_1280/step_004.jpg,Click on OK option in the middle right of the screen.,"Is the title of the recording now ""coldplay""?",Yes,Yes,100.0
episode_11132/step_000.jpg,Go back to the previous screen,Is the option for 'Weight / Mass' visible on the after screen?,Yes,Yes,100.0
episode_16379/step_003.jpg,Type Knoxville news,Is the keyboard still visible in the after state?,Yes,Yes,100.0
episode_16588/step_004.jpg,Swipe up to view more products,Are there any new products displayed after the swipe action?,Yes,Yes,100.0
episode_16379/step_003.jpg,Type Knoxville news,Is the signal strength icon present in both states?,Yes,Yes,100.0
episode_13686/step_003.jpg,Search the recipient id to karin.iversen@example.com,"Did the ""To"" field change from an empty state to containing an email address?",Yes,Yes,100.0
episode_15070/step_000.jpg,Swipe from right to left on the compare section to find the stool by Royal handicrafts.,Is the primary material of the Smarts collection Side Table still Solid Wood after the swipe?,Yes,Yes,100.0
episode_16379/step_003.jpg,Type Knoxville news,Did the time displayed on the screen change after the action?,No,No,100.0
episode_16584/step_001.jpg,go back again,"Does the button for ""Favorites"" still exist after going back?",Yes,No,0.0
episode_4183/step_002.jpg,Swipe up to see more information.,"Is the starting bid still €72,000 after the swipe?",Yes,No,0.0
episode_6670/step_001.jpg,scroll down to see product details,Did the product name change after scrolling down?,No,No,100.0
episode_11040/step_005.jpg,Swipe up to view D option,"Does the option ""c"" appear highlighted after the swipe action?",Yes,No,0.0
episode_19300/step_007.jpg,Scroll up  on the screen to read the article.,Did the content of the article change after the scroll action?,Yes,Yes,100.0
episode_17611/step_001.jpg,Go back to the screen,Are there more colors available for the shoes after going back?,Yes,No,0.0
episode_1280/step_004.jpg,Click on OK option in the middle right of the screen.,Is there a keyboard displayed on the screen after clicking OK?,No,No,100.0
episode_11132/step_000.jpg,Go back to the previous screen,Was the previous screen showing conversion results?,Yes,No,0.0
episode_11132/step_000.jpg,Go back to the previous screen,Is the 'Convert' button still visible after going back?,No,No,100.0
episode_19300/step_016.jpg,Scroll up  on the screen to read the article.,"Was the section on ""Western Companies"" visible before the scroll action?",No,Yes,0.0
episode_11132/step_000.jpg,Go back to the previous screen,Is the 'Temperature' option still available after going back?,Yes,Yes,100.0
episode_16379/step_003.jpg,Type Knoxville news,Is the search bar still present in the after state?,Yes,Yes,100.0
episode_15070/step_000.jpg,Swipe from right to left on the compare section to find the stool by Royal handicrafts.,Is the price of the ROYAL HANDICRAFTS stool the same before and after the swipe?,Yes,Yes,100.0
episode_19461/step_001.jpg,Click on the search bar.,Is there a new search term displayed in the search bar?,Yes,No,0.0
episode_11040/step_005.jpg,Swipe up to view D option,Is the number of attempted questions in the top left corner the same after the swipe?,Yes,Yes,100.0
episode_19461/step_001.jpg,Click on the search bar.,Is there a keyboard visible after clicking on the search bar?,Yes,Yes,100.0
episode_6670/step_001.jpg,scroll down to see product details,"After the scroll, is there a size selection option available?",Yes,Yes,100.0
episode_15070/step_000.jpg,Swipe from right to left on the compare section to find the stool by Royal handicrafts.,Does the finish color of the VDIX Solid Wood Side Table remain brown after the swipe?,Yes,Yes,100.0
episode_6670/step_001.jpg,scroll down to see product details,Is the delivery information visible after the scroll?,Yes,Yes,100.0
episode_19461/step_001.jpg,Click on the search bar.,Is the search bar now active after clicking on it?,Yes,Yes,100.0
episode_19300/step_016.jpg,Scroll up  on the screen to read the article.,"After scrolling, is the article still about Ukraine?",Yes,Yes,100.0
episode_2093/step_000.jpg,Swipe up to see the care take options ,Is the photo gallery option now expanded after the swipe?,Yes,No,0.0
episode_16588/step_004.jpg,Swipe up to view more products,Is Kellogg's Fruit & Nut Muesli still listed after the swipe?,No,Yes,0.0
episode_6236/step_006.jpg,Type in Berlin.,"Are there suggestions for airports listed after typing ""Berlin""?",Yes,Yes,100.0
episode_6236/step_006.jpg,Type in Berlin.,"Is the keyboard still visible after entering ""Berlin""?",Yes,Yes,100.0
